id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PKN1	0.619999158333334	6.553508984375	6.37020467003053	1.24445952854596e-07	5.91566530719878e-06	7.48600177453635
TLR1	-0.547014383333333	9.21350418125	-6.33228735110305	1.40965343779357e-07	6.58179107367591e-06	7.36508508753996
NCF1B	0.757810421666667	9.760629853125	6.31907857486223	1.47221653008036e-07	6.76933736549573e-06	7.3229599916494
NCF1C	0.757810421666667	9.760629853125	6.31907857486223	1.47221653008036e-07	6.76933736549573e-06	7.3229599916494
FES	0.560061021666667	8.178558140625	6.28834005766287	1.62878439746387e-07	7.36999003795118e-06	7.22492526004885
FMNL1	0.704631540833333	8.2794647578125	6.24363084861617	1.88674130986895e-07	8.32509954367021e-06	7.08232728144016
LILRB4	0.535333814166667	6.9084016078125	6.23883830774238	1.91671256433987e-07	8.40983431478654e-06	7.06704151587709
TYMP	0.55607877625	8.14298334609375	6.23773141145269	1.92370224683673e-07	8.40983431478654e-06	7.06351108013621
LIMD2	0.794029689166666	8.5633697109375	6.20227346234418	2.16162571067804e-07	9.25071629437158e-06	6.95041903201597
STAB1	0.682543252500001	9.3220442421875	6.19312720306311	2.22763517160025e-07	9.45493854844921e-06	6.92124782826969
NUCB1	0.50627946125	8.30874084296875	6.19289860837127	2.22931053894319e-07	9.45493854844921e-06	6.92051874934634
GRIK1-AS2	-0.70716119	7.87120136875	-6.17043974072854	2.4002088992442e-07	9.97139416387768e-06	6.84888974733698
ITGAL	0.503225588333333	8.800851590625	6.10468236611405	2.97970243994279e-07	1.16949205156649e-05	6.63918849335354
NCF1	0.632544828333333	9.739962053125	6.07452662266286	3.29036559965342e-07	1.25670737741601e-05	6.54303726808482
DGKZ	0.505512195833332	8.9730487609375	6.04311032902451	3.64849265309644e-07	1.35701004228257e-05	6.44288121413478
NBEAL2	0.5609162525	8.1246111796875	5.97271096632317	4.59880100762405e-07	1.64170263106338e-05	6.21851432450759
UBA1	0.519479331666667	9.580840384375	5.96088998213527	4.78104116730268e-07	1.67532272468356e-05	6.18085118493783
IRF7	0.529545088333333	9.426818153125	5.82280024318686	7.52662752153148e-07	2.33720164656956e-05	5.74118977116425
CSF3R	0.601536179166666	9.1654971796875	5.79576328787709	8.22552065868396e-07	2.497183707662e-05	5.65518744737538
PNPLA6	0.547524364166666	8.6647867265625	5.78726008808501	8.45842748527582e-07	2.55153583250104e-05	5.62814579863666
SPI1	0.921158233333334	8.3784599875	5.77522482443112	8.79936241453942e-07	2.64315731893818e-05	5.58987695719023
ZFP36	0.550794978333333	10.935166646875	5.7223053834023	1.04685469652637e-06	3.01661030251726e-05	5.42168695705874
GAA	0.512567146666667	8.512646425	5.56104530026176	1.7760479026082e-06	4.55270432766853e-05	4.91010485334061
PRKACB	-0.526790620833334	8.0785980796875	-5.51812686831598	2.04390075738054e-06	5.02417680983785e-05	4.77423060757509
MAP7D1	0.5080037725	8.6471708671875	5.45241841006467	2.53378083316965e-06	5.88817782226018e-05	4.56647161036464
RNF19B	0.562077787916667	7.61769674921875	5.27174740181636	4.56740391078413e-06	9.27052496634585e-05	3.99713662048018
COTL1	0.540289226666667	11.2504318	5.13012361703977	7.23507453587085e-06	0.000131094060399809	3.55318592531446
NRGN	0.789794041666668	10.317054765625	4.70977927257846	2.79646247651975e-05	0.000380827870066753	2.2516090999312
BTG2	0.577395210416667	9.57095138515625	4.65191362204679	3.3620523374246e-05	0.000440258429586439	2.07473360050724
TPM4	0.571983883333333	7.54248336875	4.55629397316383	4.55267227356038e-05	0.000562962294714934	1.78389676254848
EVL	0.526113613333334	7.146710125	4.54825152252156	4.66991572125166e-05	0.000574460281970075	1.75952028010396
YWHAE	0.66793920375	8.08088334140625	4.45376842344696	6.29006624843365e-05	0.000720139091520913	1.47419021633925
GP1BB	0.51805527	6.29436676875	4.27412703834066	0.000110276446236083	0.00110885190949913	0.937404225282714
SEPT5	0.51805527	6.29436676875	4.27412703834066	0.000110276446236083	0.00110885190949913	0.937404225282714
TLN1	0.622258044166667	7.5937309390625	4.23164314141111	0.000125808788924805	0.00123853257254471	0.811640514992071
LSP1	0.678158781666666	9.683835553125	4.21492455941064	0.000132490135443532	0.00129006241080584	0.762280119539136
KLF13	0.57169125	6.88919321875	4.11988836533604	0.000177578640198377	0.00162357613895659	0.48314942618221
RHOB	0.529042158333334	8.851325134375	4.09146608592723	0.000193754175041497	0.00173681975961488	0.400166922726708
TMEM176A	0.9684025125	9.7912189296875	3.75184205405568	0.000540048361808462	0.00385268734855334	-0.571871211809411
ALDH1A1	-0.545493895000001	9.257103134375	-3.75177420686038	0.000540157178935688	0.00385268734855334	-0.572061516044624
SCO2	0.530381838333333	9.312882209375	3.65415945229685	0.000720714781810168	0.00481425275973619	-0.844114140638925
C3AR1	-0.609897471666667	10.884883403125	-3.61215292619823	0.000815176236564392	0.00528618163811359	-0.960083878178499
MS4A4A	-0.566644415	7.298107009375	-3.46756866048627	0.00123988022913934	0.00734315060258929	-1.35390499639434
PDGFC	-0.511090539166667	8.3153913828125	-3.1087166993819	0.00339539931490891	0.0162924125181445	-2.29203474593095
LCN2	0.726896751666666	8.225099871875	2.28504729842718	0.0275104258666923	0.0822880275187292	-4.18477802799814
